,address,postcode,latitude,longitude,bedroom_number,bathroom_number,price_per_unit,living_space,price,predicted_price
404794,"3036 Sangria Ln, Fort Worth, TX 76177",76177.0,32.962795,-97.29665,5,5,191,2648,460000,1187251
556682,"1503 LISA Lane, Marion, IL 62959",62959.0,37.712914,-88.94296,5,4,129,3299,395000,871207
523025,"Brooklyn Plan, Birch Pointe",65738.0,37.113342,-93.4985,5,4,148,2177,285995,527114
159845,"5125 2nd Ave, Los Angeles, CA 90043",90043.0,33.996002,-118.31959,5,4,612,1881,999000,912125
231120,"3109 E Larkspur Dr, Phoenix, AZ 85032",85032.0,33.60078,-112.01462,5,3,335,1666,475000,452857
284806,"St. James Plan, Forest Lakes",80132.0,39.060677,-104.89153,8,8,172,6077,1006300,2904754
444599,"7032 E 78th Pl, Tulsa, OK 74133",74133.0,36.049305,-95.89682,4,3,93,2146,177000,547291
493785,"69450 6th Ave, Covington, LA 70433",70433.0,30.44221,-90.06335,3,3,181,1850,290000,510256
266265,"225 Cummings Ave, Buffalo, WY 82834",82834.0,44.34476,-106.690956,3,2,179,1810,280000,464859
559586,"1231 Keokuk Street, Lincoln, IL 62656",62656.0,40.149197,-89.34914,11,6,0,8250,1,2334511
545554,"2010 Spruce St, Farmington, MO 63640",63640.0,37.763847,-90.458755,4,3,65,2226,129900,364028
292464,"2105 N 8th St, Abilene, TX 79603",79603.0,32.457703,-99.746994,4,3,66,1739,99000,512535
403428,"3708 Trillium Dr, Keller, TX 76244",76244.0,32.935192,-97.28092,5,4,195,3075,551516,1059464
64985,"4850 Makena Alanui Rd #F305, Kihei, HI 96753",96753.0,20.66005,-156.441,3,3,4046,1288,4200000,841064
161632,"1100 S Grand Ave #A307, Los Angeles, CA 90015",90015.0,34.04116,-118.26184,3,3,688,1340,750000,723607
475029,"30 Holiday Island Dr, Holiday Island, AR 72631",72631.0,36.459373,-93.725044,5,5,174,2114,325000,925215
377118,"4902 Dappled Grove Trl, Humble, TX 77346",77346.0,29.976768,-95.200356,6,4,123,2571,285900,758722
424766,"3917 Copeland Ave, Dallas, TX 75210",75210.0,32.769432,-96.745964,4,3,266,1258,269000,252306
43345,"14980 SE Loafer Ave, Prineville, OR 97754",97754.0,44.167934,-120.72565,3,3,94,1174,87000,820608
128749,"8861 Chumash Ct, Riverside, CA 92509",92509.0,34.005524,-117.47682,4,3,370,1999,648000,865771
507784,"16229 Heather St, Omaha, NE 68136",68136.0,41.176456,-96.16995,5,4,137,2609,325000,729599
71837,"12562 Powerhouse Rd, Potter Valley, CA 95469",95469.0,39.352657,-123.12229,3,2,635,1350,699000,555822
236935,"2248 W 3250 S #124, Ogden, UT 84401",84401.0,41.206387,-112.03391,7,4,208,4042,790000,1282565
208241,"5037 E Goldfinch Cir, Sierra Vista, AZ 85650",85650.0,31.501503,-110.243065,3,2,116,978,85000,224948
226785,"2064 E Velvet Pl, Casa Grande, AZ 85122",85122.0,32.84423,-111.698746,5,3,205,1858,329990,523155
296290,"133-134 Greenbelt Way, Clarendon, TX 79226",79226.0,35.00166,-100.917366,8,5,148,1928,250000,562323
549128,"7019 Dartmouth Ave, Saint Louis, MO 63130",63130.0,38.66243,-90.316666,5,3,148,2734,369900,391701
198295,"402 N Mount Vernon Ave, Prescott, AZ 86301",86301.0,34.54712,-112.46361,4,3,720,1464,875000,549647
360432,"1509 County Road 251, Matagorda, TX 77457",77457.0,28.708485,-95.95567,4,4,208,2336,434900,963590
8464,"1109 N Country Club Dr APT 10, Deer Park, WA 99006",99006.0,47.96646,-117.45029,4,3,297,2264,599990,1091428
231811,"2020 W Union Hills Dr UNIT 133, Phoenix, AZ 85027",85027.0,33.656338,-112.10393,3,3,281,1317,299900,614723
423687,"6828 Chantilly Ln, Dallas, TX 75214",75214.0,32.83438,-96.742966,5,5,378,2625,900000,1159610
40339,"4409 Fish Hatchery Rd, Grants Pass, OR 97527",97527.0,42.3614,-123.43953,4,2,230,1766,349000,602514
363091,"5538 Cedar Elm Ln, Fulshear, TX 77441",77441.0,29.7084,-95.85126,5,5,158,3401,500000,1481338
438643,"2034 Avondown Rd, Forney, TX 75126",75126.0,32.771774,-96.43222,5,4,181,2038,325000,667030
114930,"188 Pajaro Ave, Ventura, CA 93004",93004.0,34.295162,-119.15639,5,3,573,1557,749000,574891
282491,"2918 Rock Point Dr, Evans, CO 80620",80620.0,40.382404,-104.727394,4,3,308,1579,410000,475995
125581,"7150 Mount Vernon St, Riverside, CA 92504",92504.0,33.943146,-117.40151,3,2,519,1210,499000,446041
253006,"4265 W Homeward Bound Blvd, Coeur D Alene, ID 83815",83815.0,47.733376,-116.840965,6,4,224,4102,865000,1435359
279951,"3512 Shilo Dr, Fort Collins, CO 80521",80521.0,40.613487,-105.14224,4,3,260,2166,500000,683363
375116,"Cabot Plan, Tavola : Fairway Collection",77357.0,30.155,-95.2155,4,4,164,2636,392990,1068573
181546,"1404 S Pennsylvania Ave, Roswell, NM 88203",88203.0,33.37722,-104.52611,3,2,126,1113,109000,324630
291578,"17316 E 103rd Avenue, Commerce City, CO 80022",80022.0,39.88391,-104.78498,6,5,166,4636,730000,1830700
219167,"17223 E El Pueblo Blvd, Fountain Hills, AZ 85268",85268.0,33.62425,-111.70847,4,3,329,1918,550000,690725
119165,"24533 Sunshine Dr, Laguna Niguel, CA 92677",92677.0,33.537754,-117.702324,4,4,638,1964,1095000,1138117
121325,"26 Palmento Way, Irvine, CA 92612",92612.0,33.666042,-117.8213,5,4,632,2146,1199000,1058497
505540,"14935 M St, Omaha, NE 68137",68137.0,41.211197,-96.146645,4,3,131,1922,220000,346370
137814,"57770 Beaver Trl, Yucca Valley, CA 92284",92284.0,34.198196,-116.40292,5,5,174,3983,650000,1988519
462724,"33 Tishimingo Dr, Cherokee Village, AR 72529",72529.0,36.293457,-91.55004,4,3,119,2750,299800,730344
119150,"24 Hawthorne Ln, Trabuco Canyon, CA 92679",92679.0,33.56574,-117.58215,6,7,576,5192,2850000,2847362
373329,"119 W Bristol Oak Cir, Spring, TX 77382",77382.0,30.214937,-95.51886,4,3,186,2478,415000,731285
145556,"4344 Los Padres Dr, Fallbrook, CA 92028",92028.0,33.34451,-117.16113,4,3,523,1568,689900,702337
30155,"21611 SR 2, Monroe, WA 98272",98272.0,47.85845,-121.9411,4,3,342,3138,989900,1388343
89413,"312 Barrett Ave, Richmond, CA 94801",94801.0,37.938187,-122.36626,5,4,441,1741,659000,958229
67458,"4017 Aloalii Dr, Princeville, HI 96722",96722.0,22.219032,-159.46814,4,4,967,3092,2749000,1622088
279773,"5760 Emerson Street, Denver, CO 80216",80216.0,39.80118,-104.97555,5,3,334,1834,529900,415569
156555,"1500 E Ocean Blvd UNIT 612, Long Beach, CA 90802",90802.0,33.76483,-118.17386,4,3,652,1705,949000,726455
597470,"401 N Wabash Ave UNIT 34F, Chicago, IL 60611",60611.0,41.889225,-87.62655,1,2,483,963,345000,643
203437,"20980 E Deer Valley Ln, Mayer, AZ 86333",86333.0,34.306004,-112.09526,3,3,178,1035,139950,540503
123201,"40785 Johnston Ave, Hemet, CA 92544",92544.0,33.73286,-116.94913,4,3,265,1910,439900,834734
466614,"726 S Glen Ln, Mustang, OK 73064",73064.0,35.385372,-97.71588,4,3,134,1347,147500,240733
385525,"7702 Johanna Dr, Houston, TX 77055",77055.0,29.799978,-95.482,4,4,232,1800,359900,764300
171733,"4420 Millrun Ct, North Las Vegas, NV 89032",89032.0,36.233707,-115.20083,4,3,278,1955,474995,779896
573355,"1243 W Rosemont Ave APT 1E, Chicago, IL 60660",60660.0,41.996136,-87.66209,3,2,258,1275,265000,173531
72078,"509 Delwood St, Westwood, CA 96137",96137.0,40.306873,-121.0048,3,2,121,1360,135000,572872
537458,"7610 N Skiles Ave, Kansas City, MO 64158",64158.0,39.23214,-94.48288,5,5,208,3104,595000,1107295
228622,"2232 W State Ave, Phoenix, AZ 85021",85021.0,33.544323,-112.10742,4,3,256,1944,435000,695012
98902,"43111 Roulette Ln, Lancaster, CA 93536",93536.0,34.666023,-118.19048,5,4,221,2687,539900,1270106
373049,"Plan 817 Plan, Woodforest - Noble Greens",77316.0,30.277328,-95.57217,5,7,237,4974,1120990,2602735
341713,"509 Paisano Dr, Victoria, TX 77904",77904.0,28.839014,-96.96099,4,3,103,2655,249900,804952
247778,"7379 W Ring Perch Dr, Boise, ID 83709",83709.0,43.547302,-116.273674,5,4,324,2560,750000,1026456
384405,"8434 Berry Green Ln, Houston, TX 77022",77022.0,29.836588,-95.36527,4,4,174,1729,257900,738311
270773,"2780 Webster Rd, Grand Junction, CO 81503",81503.0,39.03244,-108.53723,5,3,153,3050,429000,875259
201730,"3537 E Cardinal Ln, Kingman, AZ 86409",86409.0,35.245895,-113.9924,3,2,98,1090,82900,280216
319254,"1220 W Bartlett Dr, Buda, TX 78610",78610.0,30.059563,-97.9223,5,4,317,2952,859000,1063350
32279,"814 SW Shoremont Avenue, Normandy Park, WA 98166",98166.0,47.441296,-122.34718,5,4,300,3410,950000,1621434
119980,"83 Wonderland, Irvine, CA 92620",92620.0,33.701385,-117.75867,5,5,529,2706,1299999,1539832
283782,"183 Quaker Way, Golden, CO 80401",80401.0,39.71989,-105.18515,5,5,285,3142,824500,1448706
155017,"631 Oak Run Trl UNIT 112, Oak Park, CA 91377",91377.0,34.183147,-118.767296,3,3,470,1354,519000,756092
238010,"672 E Center St, Providence, UT 84332",84332.0,41.705917,-111.80152,5,5,220,2976,599900,1468844
22827,"14603 107th Street NE, Lake Stevens, WA 98258",98258.0,48.091747,-122.06222,4,4,391,3123,1124950,1664149
178103,"10047 Cardwell Hill St, Las Vegas, NV 89141",89141.0,36.00721,-115.22355,5,5,206,2894,545000,1536665
594855,"1N519 Ethel St, West Chicago, IL 60185",60185.0,41.895763,-88.146126,5,3,283,1414,329900,138548
472397,"1502 W Park Ave, Searcy, AR 72143",72143.0,35.247208,-91.75335,4,2,67,1433,79900,28620
158458,"7923 Truxton Ave, Los Angeles, CA 90045",90045.0,33.96598,-118.3937,4,4,1099,2247,2195000,1185929
176434,"6661 Lookout Lodge Ln SUITE 3, North Las Vegas, NV 89084",89084.0,36.28272,-115.18741,3,4,220,1838,350000,1163876
426549,"5608 Banister Ct, Plano, TX 75093",75093.0,33.03304,-96.81678,8,12,620,11129,6750000,5730700
568196,"1838 37TH Street, Rock Island, IL 61201",61201.0,41.491795,-90.54921,4,3,77,1990,134900,230624
211886,"13627 W Gable Hill Dr, Sun City West, AZ 85375",85375.0,33.67745,-112.35934,3,3,262,1905,435000,831470
514897,"10260 Udall Rd, Saint Paul, KS 66771",66771.0,37.518612,-95.16032,5,5,94,3098,269500,1157898
403724,"1816 Coronet Ave, Aubrey, TX 76227",76227.0,33.27644,-96.98582,4,3,341,1856,549000,486123
311880,"1306 Hunter Ace Way, Cedar Park, TX 78613",78613.0,30.486044,-97.84067,4,3,329,2148,625000,638431
246306,"15929 W Julia Dr, Hauser, ID 83854",83854.0,47.77294,-116.99551,6,5,272,3361,849000,1453292
221950,"1389 W Amanda Ln, Tempe, AZ 85284",85284.0,33.32648,-111.96131,5,3,292,2728,725000,836729
272757,"515 N Canvas Dr, Pueblo, CO 81007",81007.0,38.346867,-104.68945,6,4,169,3106,485000,1023437
368411,"Hunter's Creek - Drake Plan, Hunter's Creek",77320.0,30.747677,-95.60754,5,4,137,2289,279990,800839
519445,"11400 Riley St, Overland Park, KS 66210",66210.0,38.923313,-94.67271,5,4,129,3160,376000,887249
97690,"11790 Old Friant Rd, Fresno, CA 93730",93730.0,36.910015,-119.75124,4,4,586,2696,1435000,1420455
393661,"118 Private Road 483, Hillsboro, TX 76645",76645.0,32.08833,-97.0223,5,3,133,2228,265000,484019
558643,"4541 N Adams Dr, Decatur, IL 62526",62526.0,39.903973,-88.96426,5,4,105,1958,179900,384171
174612,"1319 S 8th St, Las Vegas, NV 89104",89104.0,36.154655,-115.143875,4,4,220,3087,625000,1466539
89636,"3672 Mount Diablo Blvd #E111, Lafayette, CA 94549",94549.0,37.889,-122.1324,2,3,1030,1333,1115880,955850
304534,"1318 Settlers Valley Dr, Pflugerville, TX 78660",78660.0,30.441065,-97.63894,4,3,332,1529,425000,418600
49462,"7010 2nd St SE, Turner, OR 97392",97392.0,44.852985,-122.95609,3,3,305,1362,339900,880355
33595,"25205 108th Avenue SE UNIT K2, Kent, WA 98030",98030.0,47.3764,-122.19739,2,3,327,973,237000,897710
169548,"2000 N Fashion Show Dr UNIT 2024, Paradise, NV 89109",89109.0,36.129948,-115.172554,1,2,437,784,233800,512018
311265,"111 Elm Green Cv, Hutto, TX 78634",78634.0,30.507067,-97.56412,5,3,190,2242,380000,529159
41495,"34041 Allen Rd, Cottage Grove, OR 97424",97424.0,43.73329,-122.99756,6,4,313,3198,925000,1387620
24763,"1138 22nd Avenue E, Seattle, WA 98112",98112.0,47.629807,-122.30319,7,5,745,6550,4695000,2735284
363286,"12807 Hazelway Ln, Cypress, TX 77429",77429.0,29.996702,-95.61625,5,4,136,2704,335000,951057
50655,"5625 Hacienda Ave, Lincoln City, OR 97367",97367.0,44.86712,-124.03798,4,3,410,1530,525000,796549
156389,"917 Loma Ave, Long Beach, CA 90804",90804.0,33.778404,-118.15056,6,5,606,2310,1250000,1218713
294206,"770 Kohlor Dr, Lafayette, CO 80026",80026.0,39.980667,-105.08,6,5,386,3350,1197700,1372102
204147,"1118 Valley View Dr, Taylor, AZ 85939",85939.0,34.464817,-110.108604,4,3,107,1930,180000,708548
572504,"4431 N Newland Ave, Harwood Heights, IL 60706",60706.0,41.961987,-87.80098,5,4,199,1650,279000,237580
566366,"605 Van Winkle Drive, Canton, IL 61520",61520.0,40.552597,-90.04811,3,2,74,886,47500,294917
124033,"24472 Mooncrest Cir, Murrieta, CA 92562",92562.0,33.57851,-117.190414,4,4,460,1659,649000,1027011
578642,"630 N State St APT 2705, Chicago, IL 60654",60654.0,41.893597,-87.62843,5,4,590,3550,1950000,914206
98735,"6196 W Willis Ave, Fresno, CA 93722",93722.0,36.79508,-119.87655,4,4,235,2158,450000,1228404
77973,"373 Bishop Dr, Vacaville, CA 95687",95687.0,38.347343,-121.99204,4,3,391,1833,620000,870710
97369,"4340 W Brown Ave, Fresno, CA 93722",93722.0,36.774548,-119.86988,4,3,253,1571,335000,737600
288457,"The Harvard Plan, Canyon Village",80124.0,39.522556,-104.9209,4,4,267,2981,729990,1247475
300449,"2500 Steck Ave APT 32, Austin, TX 78757",78757.0,30.36296,-97.729836,3,2,318,1188,299000,160717
306769,"13805 Bavarian Forest Dr, Pflugerville, TX 78660",78660.0,30.41007,-97.64231,4,3,263,1926,441100,560199
571012,"207 E Hopkins Ave, Granville, IL 61326",61326.0,41.25968,-89.22549,4,3,67,2000,118000,236714
385117,"1027 Crestbrook Dr, Houston, TX 77038",77038.0,29.915012,-95.438515,5,3,156,1651,219900,286152
349788,"1815 Sherwood Forest Cir, League City, TX 77573",77573.0,29.51677,-95.07886,5,3,152,2055,275000,441046
293734,"402 W 8th St, Colorado City, TX 79512",79512.0,32.3957,-100.87043,1,1,0,42253,24000,14827660
328044,"6622 Kirk Way, San Antonio, TX 78240",78240.0,29.533619,-98.62015,5,4,104,2980,285000,1065868
488647,"8109 Kinslee Ln, Iowa, LA 70647",70647.0,30.265509,-93.014305,5,3,138,2150,263000,335132
492194,"115 Foxchase Dr, Haughton, LA 71037",71037.0,32.52797,-93.51085,4,3,146,1770,222500,350691
339359,"491 Curvatura, New Braunfels, TX 78132",78132.0,29.775848,-98.24553,5,5,326,4851,1500000,2012458
21583,"Baker 2 Plan, Remington Ranch",98296.0,47.88472,-122.1428,6,5,376,2932,1009995,1591785
84504,"417 Golf Cir W, Manteca, CA 95337",95337.0,37.802925,-121.23681,4,3,336,1542,435000,759854
523117,"19701 W 197th St, Spring Hill, KS 66083",66083.0,38.770016,-94.813324,4,4,193,2329,402450,731515
102250,"44046 Rodin Ave, Lancaster, CA 93535",93535.0,34.683605,-118.1185,5,3,221,2370,469000,875583
333921,"4622 Chalk Hl, San Antonio, TX 78253",78253.0,29.47281,-98.7739,4,4,150,2491,337500,1034941
215320,"Plan 55-RM4 Plan, Catalonia at Rancho Mercado",85387.0,33.71081,-112.36546,5,5,154,4824,705990,2149267
263819,"3 Cedar Ln, Eagle, CO 81631",81631.0,39.598377,-106.77251,6,6,1579,1450,1895000,1008262
207185,"5002 E 1st St, Tucson, AZ 85711",85711.0,32.23502,-110.88599,5,3,163,1988,285000,581411
593282,"5039 N Francisco Ave, Chicago, IL 60625",60625.0,41.97331,-87.700935,5,3,436,1807,679900,10504
447499,"830 S Maple St, Stratford, OK 74872",74872.0,34.787045,-96.96321,5,3,47,1818,75000,301997
151812,"5778 Horse Thief Pl, Rancho Cucamonga, CA 91739",91739.0,34.14894,-117.518616,6,6,650,5629,3498000,2702815
220735,"7009 E Acoma Dr UNIT 2025, Scottsdale, AZ 85254",85254.0,33.618626,-111.93084,2,2,492,941,340000,346981
17380,"The Brinnon Plan, Alderbrook Golf Club",98592.0,47.3377,-123.07457,4,3,337,2618,799500,1209333
388892,"14807 Tuttle Point Dr, Houston, TX 77082",77082.0,29.72791,-95.6497,5,4,107,2956,289900,1033935
343548,"901 Boulevard St, Bryan, TX 77803",77803.0,30.687944,-96.37958,4,3,152,1696,220000,460866
372112,"2555 Rusk St, Houston, TX 77003",77003.0,29.75082,-95.35003,3,5,186,2334,389000,1378374
15564,"160 Loganberry Ct, Woodland, WA 98674",98674.0,45.919147,-122.73703,4,4,270,1727,399900,1174633
8546,"200 E 9th Avenue, Ellensburg, WA 98926",98926.0,47.000546,-120.54478,5,5,197,3386,620000,1909652
550788,"5601 Devonshire Ave, Saint Louis, MO 63109",63109.0,38.588505,-90.28825,3,3,97,2700,240000,665595
525407,"1515 Baker Ln, Cassville, MO 65625",65625.0,36.684982,-93.84285,6,6,103,7848,789900,2967170
310576,"91 Barton Creek Ln, Hutto, TX 78634",78634.0,30.57544,-97.54443,5,4,217,2562,503990,924733
64283,"2037 S Kihei Rd APT 16, Kihei, HI 96753",96753.0,20.729282,-156.45062,3,3,1309,928,888000,712662
58930,"411 Opihikao Pl #251, Honolulu, HI 96825",96825.0,21.289331,-157.71169,4,4,774,1768,1175000,1151935
95591,"330 Moraga St, San Francisco, CA 94122",94122.0,37.7568,-122.466446,4,5,678,3191,1995000,1886358
174629,"8250 N Grand Canyon Dr UNIT 2047, Las Vegas, NV 89166",89166.0,36.31164,-115.30391,3,3,237,1344,259500,707897
407568,"216 Nursery Ln, Fort Worth, TX 76114",76114.0,32.75789,-97.39604,3,2,419,1264,425000,134477
107560,"9125 Redwood Blvd, California City, CA 93505",93505.0,35.11174,-117.9661,6,3,127,2478,284900,770275
81246,"9309 Fred Cir, Browns Valley, CA 95918",95918.0,39.23196,-121.36956,4,3,242,2434,529000,1089732
343106,"1001 Hull St, Caldwell, TX 77836",77836.0,30.523924,-96.7141,4,3,169,1725,249900,471876
333470,"8711 Star Creek Dr, San Antonio, TX 78251",78251.0,29.467972,-98.66272,4,4,124,2520,282000,1045244
138906,"7994 Port Royale Dr, San Diego, CA 92126",92126.0,32.904133,-117.15157,4,3,820,1445,980000,660445
549716,"6755 Aliceton Ave, Saint Louis, MO 63123",63123.0,38.552963,-90.33167,3,3,126,1865,205000,368057
509099,"5507 N 208th St, Elkhorn, NE 68022",68022.0,41.201797,-96.24267,6,4,177,3686,610000,968210
224621,"44716 W Balboa Dr, Maricopa, AZ 85139",85139.0,33.068134,-112.04852,4,4,206,2263,414900,1092611
127152,"33190 Gillette St, Lake Elsinore, CA 92530",92530.0,33.639324,-117.35511,4,3,312,1530,399500,698916
130956,"74711 Dillon Rd SPACE 392, Desert Hot Springs, CA 92241",92241.0,33.900192,-116.363495,3,3,85,1306,90000,756411
88237,"880 Meridian Bay Ln UNIT 219, Foster City, CA 94404",94404.0,37.55444,-122.27881,4,3,765,1856,1229000,853017
175700,"6245 Hawthorn Woods Ave, Las Vegas, NV 89130",89130.0,36.271088,-115.22862,5,4,242,3348,749900,1416933
229578,"4538 N 39th St, Phoenix, AZ 85018",85018.0,33.503883,-111.99829,4,4,446,4283,1799000,1810644
398203,"Carolina II Plan, Country Lakes",76226.0,33.13055,-97.18959,5,4,199,3022,552990,1040197
301240,"5221 Kings Hwy, Austin, TX 78745",78745.0,30.216696,-97.79197,4,3,489,1578,650000,437793
195957,"408 Garden Ave SW, Los Lunas, NM 87031",87031.0,34.80245,-106.74021,4,3,153,1321,164900,513377
522942,"18902 W 189th St, Spring Hill, KS 66083",66083.0,38.78441,-94.80335,5,4,213,2775,539950,747367
403781,"3650 Griffith Ct, Aubrey, TX 76227",76227.0,33.266457,-97.01425,7,7,189,7047,1290000,3033688
426021,"11429 Rosser Rd, Dallas, TX 75229",75229.0,32.90554,-96.84802,5,5,454,3548,1500000,1489120
100057,"24647 Pittman Hill Rd, Clovis, CA 93619",93619.0,36.9114,-119.45943,5,4,445,4065,1700000,1763274
333190,"1464 Lakeside Dr W, Canyon Lake, TX 78133",78133.0,29.884396,-98.28825,4,4,255,3660,869900,1449467
45610,"1132 SW 19th Ave UNIT 406, Portland, OR 97205",97205.0,45.519367,-122.693,2,2,378,1136,335000,657757
220323,"16711 E Gloria Ln, Scottsdale, AZ 85262",85262.0,33.772675,-111.77579,5,4,269,3275,815900,1312822
550868,"5059 Mardel Ave, Saint Louis, MO 63109",63109.0,38.593716,-90.278336,5,3,119,2754,300000,398410
9407,"133 Front Street N, Elmer City, WA 99124",99124.0,48.002914,-118.95193,4,3,177,1882,289000,957561
371326,"24225 Bell Ave, Porter, TX 77365",77365.0,30.093319,-95.19858,4,3,208,2051,375000,578644
228419,"14341 S Padres Rd, Arizona City, AZ 85123",85123.0,32.74972,-111.684814,3,3,159,1819,250000,795710
488158,"405 Ember Grove Xing, Lafayette, LA 70508",70508.0,30.15269,-92.01204,5,4,217,2552,500000,757146
445016,"200 E 3rd St, Drumright, OK 74030",74030.0,35.982185,-96.600105,7,3,31,2484,70000,236099
355504,"6323 Lemon Balm Ln, Crosby, TX 77532",77532.0,29.91928,-95.06619,6,5,147,2550,339995,1036425
502524,"419 W Saint Bernard Hwy, Chalmette, LA 70043",70043.0,29.938765,-89.96958,4,3,147,1609,199900,273204
456921,"906 S 18th St, Fort Smith, AR 72901",72901.0,35.37501,-94.41452,4,2,85,1394,97500,27231
118923,"26871 Via Grande, Mission Viejo, CA 92691",92691.0,33.57241,-117.66756,6,4,487,2906,1295000,1187939
34828,"28921 28th Place S, Federal Way, WA 98003",98003.0,47.341938,-122.29701,5,5,407,1930,685000,1371709
499265,"4068 Starling Pl, Jennings, LA 70546",70546.0,30.297379,-92.67466,5,4,119,2584,279500,769327
271573,"531 Lincoln St, Craig, CO 81625",81625.0,40.514874,-107.54082,5,3,178,1818,279900,438303
442605,"7635 S Kingston Pl, Tulsa, OK 74136",74136.0,36.053616,-95.90862,4,4,119,4324,485000,1605619
2333,"37855 Midway Dr, Sterling, AK 99672",99672.0,60.52893,-150.74075,6,5,410,3169,1199000,1704090
118671,"466 Avenida Sevilla UNIT C, Laguna Woods, CA 92637",92637.0,33.601646,-117.71537,3,3,274,1290,285000,758697
360216,"4615 Sequoia Echo Dr, Spring, TX 77386",77386.0,30.082397,-95.36027,4,4,166,2052,299900,860863
553524,"13541 S COUNTY LINE Road, West Frankfort, IL 62896",62896.0,37.862835,-88.90431,4,3,91,2490,205000,443172
175655,"11410 Belmont Lake Dr UNIT 104, Las Vegas, NV 89135",89135.0,36.15556,-115.34308,4,4,305,1853,489999,1027033
120853,"1335 Baker St, Costa Mesa, CA 92626",92626.0,33.679813,-117.91371,7,5,1349900,251,1349900,377881
214786,"1910 Ringo Rd, Wickenburg, AZ 85390",85390.0,33.97517,-112.76948,3,3,305,1887,499900,825353
581049,"1972 Fleming St, Watseka, IL 60970",60970.0,40.746372,-87.751274,4,3,64,1927,108000,203491
480370,"6251 S Kerr Rd, Scott, AR 72142",72142.0,34.773094,-92.061134,4,3,60,1330,65000,216060
170589,"5345 Corral Dr, Sun Valley, NV 89433",89433.0,39.58755,-119.76211,4,3,307,1306,325000,556510
327816,"12347 Duncan Dr, San Antonio, TX 78226",78226.0,29.378,-98.56991,5,3,239,2510,540641,616512
572016,"7264 Pleasant View Dr, Machesney Park, IL 61115",61115.0,42.371445,-88.99941,4,3,151,1830,239900,171821
299583,"2827 Manor Rd UNIT 3102, Austin, TX 78722",78722.0,30.28542,-97.71099,2,3,423,1312,450000,628899
302654,"6202 Bay Rdg, Amarillo, TX 79119",79119.0,35.144447,-101.945915,5,4,186,2388,399000,872461
294658,"12060 Woodlake Rd, Elbert, CO 80106",80106.0,39.05253,-104.60388,5,5,416,3433,1325000,1546543
17595,"1415 S Washington Street, Tacoma, WA 98405",98405.0,47.247704,-122.48455,2,2,378,778,199900,554290
423171,"6309 Dysart Cir, Dallas, TX 75214",75214.0,32.80963,-96.748,5,5,338,3791,1200000,1575489
283515,"657 Meadowleaf Lane, Highlands Ranch, CO 80126",80126.0,39.52636,-104.99541,6,5,295,4478,1250000,1776445
405038,"375 Pilgrim Ln, Mineral Wells, TX 76067",76067.0,32.781033,-98.07092,4,3,90,1466,109900,343791
77591,"6458 Meadow Pines Ave, Rohnert Park, CA 94928",94928.0,38.345062,-122.69179,3,3,345,1319,369000,815284
120745,"30135 Hardrock Dr, Sun City, CA 92585",92585.0,33.733654,-117.13435,5,4,240,2332,499900,1124293
58638,"46-157 Nahiku Pl, Kaneohe, HI 96744",96744.0,21.425596,-157.80183,7,4,721,2328,1500000,920368
203510,"20948 E Larry Ln, Mayer, AZ 86333",86333.0,34.312263,-112.09554,4,3,113,1654,160000,618060
382530,"9834 W Jennifer Way Dr, Houston, TX 77075",77075.0,29.624338,-95.25027,5,4,94,2880,247900,1006686
101930,"45237 Sancroft Ave, Lancaster, CA 93535",93535.0,34.7052,-118.121185,5,3,261,2026,465000,752888
152483,"5000 Laredo Pl, Rancho Cucamonga, CA 91737",91737.0,34.163746,-117.612076,6,5,505,4754,2275000,2109249
452292,"Maddie Plan, The Preserve at Parkside",73173.0,35.340263,-97.59868,5,5,177,3625,600000,1475085
154229,"22224 Canones Cir, Santa Clarita, CA 91350",91350.0,34.43567,-118.52722,5,4,409,2322,849000,1095798
279601,"1765 W Florida, Denver, CO 80223",80223.0,39.68977,-105.00821,4,3,240,2476,535000,787916
53930,"1145 SE Westerland St, Hillsboro, OR 97123",97123.0,45.5082,-122.97314,4,4,291,2051,525000,1258888
21866,"7328 134th Street SE UNIT 310, Snohomish, WA 98296",98296.0,47.875465,-122.137535,6,5,535,3239,1600000,1701283
347482,"Newburgh Plan, Castlegate II",77845.0,30.54266,-96.29266,6,5,127,3293,386900,1307749
290938,"5920 Pedernales Dr, Midland, TX 79707",79707.0,32.015816,-102.17213,5,3,181,2318,375000,577924
157884,"903 Hawaiian Ave, Wilmington, CA 90744",90744.0,33.780743,-118.27722,4,2,636,1256,640000,283700
247309,"3159 S Abigail Way, Boise, ID 83706",83706.0,43.573845,-116.153145,4,4,474,2354,999000,1096143
394751,"6253 Jennie Dr, Fort Worth, TX 76133",76133.0,32.653603,-97.35897,4,3,208,1425,245000,330500
570970,"327 43RD Avenue, East Moline, IL 61244",61244.0,41.487392,-90.45384,6,4,128,3016,354900,592430
171347,"3713 Progress Cir, Las Vegas, NV 89108",89108.0,36.228275,-115.24264,4,4,284,1652,399000,954797
578756,"9044 S Emerald Ave, Chicago, IL 60620",60620.0,41.729385,-87.64255,5,3,230,1335,250000,157944
180958,"1130 S Bunch St, Pahrump, NV 89048",89048.0,36.20317,-116.03429,4,3,180,1805,279999,726718
501681,"2137 Mazant St, New Orleans, LA 70117",70117.0,29.97648,-90.03087,4,3,133,1678,190000,299308
