,address,postcode,latitude,longitude,bedroom_number,bathroom_number,price_per_unit,living_space,price,predicted_price
157028,"1401 E 55th St, Long Beach, CA 90805",90805.0,33.856262,-118.17519,4,3,644,1381,729000,610954
557052,"2775 Day Dr, Decatur, IL 62521",62521.0,39.80699,-88.846886,5,4,160,2674,389000,639446
462824,"260 Joe Baker Rd, Batesville, AR 72501",72501.0,35.859344,-91.84807,4,4,200,2450,442000,904216
592086,"641 Columbia Dr, New Lenox, IL 60451",60451.0,41.506794,-87.92932,4,3,178,2550,409500,415221
63665,"51 Ironwood Ln #51, Lahaina, HI 96761",96761.0,21.003752,-156.65744,4,5,2625,2686,6395000,1759506
211957,"11976 E Becker Dr, Pima County, AZ 85641",85641.0,32.06578,-110.73769,6,4,161,2817,415000,1013894
165772,"8017 Anchor Point Dr, Reno, NV 89506",89506.0,39.63279,-119.91026,4,3,330,1504,415000,628605
24149,"613 4th Avenue W UNIT 101, Seattle, WA 98119",98119.0,47.625175,-122.362305,3,3,527,1425,620000,917500
329584,"7342 Oak Manor Dr APT 1205, San Antonio, TX 78229",78229.0,29.503399,-98.572754,3,3,254,1273,260000,461815
537524,"1721 NE Ravenwood Dr, Lees Summit, MO 64086",64086.0,38.927723,-94.339775,5,4,245,2371,519950,562964
505858,"12636 Orchard Ave, Omaha, NE 68137",68137.0,41.20946,-96.110435,5,3,151,1838,240000,173187
116311,"325 N Annin Ave, Fullerton, CA 92831",92831.0,33.87369,-117.901985,4,3,723,1590,969900,726392
16499,"8855 S D Street, Tacoma, WA 98444",98444.0,47.175514,-122.436295,4,3,383,1450,460000,789754
312486,"6300 Padre Blvd UNIT 306, South Padre Island, TX 78597",78597.0,26.135706,-97.17176,4,4,347,2065,630000,889943
599526,"2015 W Southmor Rd, Morris, IL 60450",60450.0,41.33416,-88.46039,4,3,930,1594,1250000,74224
421169,"1109 Booker Ave, Mount Pleasant, TX 75455",75455.0,33.146984,-94.977936,5,3,75,1843,120000,322681
155165,"898 Calle La Primavera, Glendale, CA 91208",91208.0,34.164078,-118.21469,4,4,774,1798,1199000,1049259
195163,"6013 S Kodiak E, Fort Mohave, AZ 86426",86426.0,34.98202,-114.569046,4,3,285,1475,349900,556093
564524,"18 Oak Knoll Pl, Belleville, IL 62223",62223.0,38.570343,-90.04886,5,6,142,5146,699999,2077999
598142,"426 S Lombard Ave APT 201, Oak Park, IL 60302",60302.0,41.880863,-87.77913,2,2,175,892,112900,174139
118365,"42010 Village 42, Camarillo, CA 93012",93012.0,34.22869,-118.97508,3,3,470,1759,710000,933545
504274,"716 E 16th St, Cozad, NE 69130",69130.0,40.867065,-99.97741,6,4,103,3770,365000,1020535
57075,"305 SE Sunset Rd, Cascade Locks, OR 97014",97014.0,45.673607,-121.88305,5,4,191,2471,425000,1263267
300971,"11813 Rain Forest Cv, Austin, TX 78759",78759.0,30.421638,-97.75094,4,3,472,1764,715000,504416
145786,"13211 Lamplite Ln, Lakeside, CA 92040",92040.0,32.83443,-116.90985,4,3,610,1461,739000,664416
154397,"4760 Corbin Ave, Tarzana, CA 91356",91356.0,34.15695,-118.56391,7,8,704,5913,3990000,3216033
110898,"39220 Chantilly Ln, Palmdale, CA 93551",93551.0,34.594788,-118.18196,6,5,214,3144,619999,1571624
477047,"878 Elizabeth Rd, Gepp, AR 72538",72538.0,36.37506,-92.10994,4,2,201,1120,174900,132285
142885,"6085 Calle Camposeco, Rancho Santa Fe, CA 92067",92067.0,33.01186,-117.18321,5,5,826,5032,3950000,2358287
434029,"201 NE 6th St, Muldrow, OK 74948",74948.0,35.416515,-94.596985,4,3,99,1456,119900,317638
584673,"4720 S King Dr UNIT 3E, Chicago, IL 60615",60615.0,41.808666,-87.61721,4,3,205,2050,369000,240196
336806,"1720 W Gerald Ave, San Antonio, TX 78211",78211.0,29.365389,-98.53593,3,2,177,1350,195000,207477
41583,"96487 Dawson Rd, Brookings, OR 97415",97415.0,42.075916,-124.31497,4,3,324,1728,479000,868139
223662,"18720 N 101st St #3007, Scottsdale, AZ 85255",85255.0,33.6567,-111.864655,4,5,855,3407,2700000,1784422
456621,"1614 Jenson Rd, Hackett, AR 72937",72937.0,35.194138,-94.43335,5,4,168,2714,415000,863955
509322,"9139 Meredith Ave, Omaha, NE 68134",68134.0,41.29981,-96.05536,4,2,118,1731,174900,3252
149841,"4966 Park Dr, Carlsbad, CA 92008",92008.0,33.15039,-117.30415,5,4,747,2458,1649995,1157587
246329,"1219 Santina Dr, Kaysville, UT 84037",84037.0,41.016838,-111.91084,5,5,180,3638,610000,1699006
173962,"4691 Mill Valley Dr, Las Vegas, NV 89120",89120.0,36.09834,-115.07191,4,3,202,1260,205000,533786
157716,"2127 McRae Dr, San Pedro, CA 90732",90732.0,33.72651,-118.32173,4,3,588,2290,1200000,933694
168371,"7125 Abbeyville Dr, Las Vegas, NV 89119",89119.0,36.059803,-115.13654,4,4,287,1521,365000,908295
243917,"6925 W 10300 N, Highland, UT 84003",84003.0,40.418556,-111.82396,5,5,354,6705,2290000,2792230
356867,"623 W Mahan St, Richwood, TX 77531",77531.0,29.060215,-95.415535,4,3,132,1944,225000,543830
133384,"544 W Arenas Rd, Palm Springs, CA 92262",92262.0,33.821514,-116.55169,7,7,1028,3896,3750000,2233477
493069,"148 Stanyan St, Sunset, LA 70584",70584.0,30.407438,-92.058426,4,3,153,1827,242500,361878
477239,"243 Floral Rd, Concord, AR 72523",72523.0,35.65645,-91.84874,3,2,59,1680,84999,210369
448072,"904 S 3rd Ave, Marietta, OK 73448",73448.0,33.929794,-97.11998,3,2,99,1513,126000,169476
478685,"110 Polk Rd #191, Mena, AR 71953",71953.0,34.610256,-94.10107,5,4,54,2098,100000,624384
580280,"3302 W Pensacola Ave #2, Chicago, IL 60618",60618.0,41.96051,-87.71091,3,2,249,1250,249999,183295
408808,"2405 Brooks Ct, Southlake, TX 76092",76092.0,32.997234,-97.14132,5,7,533,5596,2850000,2799879
305052,"3716 County Road 12, Hereford, TX 79045",79045.0,34.90966,-102.412994,5,5,77,2827,199950,1308985
30129,"17532 NE 88th Place, Redmond, WA 98052",98052.0,47.68162,-122.10485,7,5,494,3280,1499000,1567759
70613,"12159 State Highway 174, Grass Valley, CA 95945",95945.0,39.198822,-121.032776,4,3,389,1660,549000,814214
234171,"5358 W 3160 S, Hurricane, UT 84737",84737.0,37.12294,-113.40844,4,4,392,3560,1299900,1547099
174031,"5281 Ocala Ln, Las Vegas, NV 89122",89122.0,36.12258,-115.058495,3,3,126,2150,239900,994486
53046,"7060 SE Short Rd, Gresham, OR 97080",97080.0,45.471928,-122.359215,5,4,291,4286,1175000,1911957
382671,"5110 Jefferson St, Houston, TX 77023",77023.0,29.731724,-95.32505,4,3,284,1620,389900,418015
283996,"12462 S Bellisario Creek Court, Parker, CO 80134",80134.0,39.49003,-104.76024,4,4,342,1761,517000,812538
262358,"120 Chaparral Rd, Edwards, CO 81632",81632.0,39.644398,-106.55794,6,5,466,4528,1995000,1824677
51214,"9375 Hebo Rd, Grand Ronde, OR 97347",97347.0,45.070396,-123.57456,3,2,350,1274,359000,566621
341604,"7322 Lunar Eclipse, Converse, TX 78109",78109.0,29.457806,-98.34259,4,4,194,2395,417909,997794
55403,"16489 SE Sunshower Pl, Happy Valley, OR 97086",97086.0,45.435738,-122.48733,4,4,320,2046,574950,1256358
459804,"1101 Short 10th St, Barling, AR 72923",72923.0,35.33511,-94.3076,4,3,38,2327,79500,587425
599482,"1501 Lincoln Pl, Calumet City, IL 60409",60409.0,41.58998,-87.53297,4,3,141,1450,169900,22035
371088,"Lincoln Plan, Liberty Estates",77328.0,30.285103,-95.15905,4,3,170,1901,280990,524396
370720,"Plan 1234 Plan, Mustang Ridge",77354.0,30.215166,-95.76203,4,3,212,1484,261995,376189
174873,"8905 Tumblewood Ave, Las Vegas, NV 89143",89143.0,36.312576,-115.28958,5,4,263,2036,469998,949243
366696,"5118 Huisache St, Bellaire, TX 77401",77401.0,29.700504,-95.469864,4,5,353,2926,945000,1454334
160666,"417 S Chester Ave, Compton, CA 90221",90221.0,33.8927,-118.214874,3,2,503,1421,590000,475217
187196,"5 Turkey Trl, Cloudcroft, NM 88317",88317.0,32.954014,-105.62519,4,3,161,1860,259900,731580
338196,"15014 Harbor Lndg, Von Ormy, TX 78073",78073.0,29.273382,-98.58167,4,3,194,1775,296900,494493
